,LeadTime,ArrivalDateMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,DepositType,Agent,Company,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ChangedRoom,StayChanges,ReservationMonth
7269,44.0,February,0,3,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,75.0,0,0,Canceled,0,No Changes,January
12248,177.0,June,0,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,100.0,0,0,Canceled,0,No Changes,December
41448,11.0,December,0,2,2.0,0.0,1.0,BB,National,Complementary,Direct,0,0,0,D,0,No Deposit,no_Agent,no_Company,Transient,0.0,0,2+,Check-Out,0,No Changes,November
56534,18.0,September,1,1,2.0,0.0,0.0,SC,Other_Oceania,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,127.0,1,2+,Check-Out,0,No Changes,August
50619,98.0,June,2,3,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_D,no_Company,Transient,90.97,0,2+,Check-Out,0,No Changes,February
76355,174.0,July,2,3,3.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient-Party,89.1,0,2+,Check-Out,0,No Changes,January
6670,9.0,January,2,0,2.0,1.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,100.3,0,1,Canceled,0,No Changes,January
51666,265.0,June,0,2,2.0,0.0,0.0,HB,Germany,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,Agent_E,no_Company,Transient-Party,115.0,0,1,Check-Out,0,No Changes,October
48800,90.0,May,2,3,1.0,0.0,0.0,HB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,90.0,0,0,Check-Out,1,No Changes,February
54810,38.0,August,0,1,2.0,1.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,152.1,0,1,Check-Out,1,No Changes,July
13358,193.0,June,1,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,120.0,0,0,Canceled,0,No Changes,December
40887,12.0,November,1,5,1.0,0.0,0.0,BB,Other_Asia,Direct,Direct,0,0,0,A,0,No Deposit,Agent_C,no_Company,Transient,84.0,0,0,Check-Out,0,No Changes,November
70124,18.0,April,0,1,1.0,0.0,0.0,SC,Other_Americas,Online TA,TA/TO,0,0,0,A,1,No Deposit,Agent_A,no_Company,Transient,115.0,0,2+,Check-Out,0,No Changes,April
15712,41.0,August,2,5,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,135.9,0,0,Canceled,0,No Changes,July
4005,83.0,September,0,1,2.0,0.0,0.0,HB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,56.1,0,0,Check-Out,0,No Changes,July
37967,0.0,September,0,1,2.0,1.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,Other,0,No Deposit,Agent_A,no_Company,Contract,196.0,0,1,Check-Out,0,No Changes,September
74276,5.0,June,1,0,1.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,190.0,0,1,Check-Out,0,No Changes,June
76561,184.0,July,2,5,2.0,0.0,0.0,BB,United_Kingdom,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,80.1,0,0,Check-Out,0,No Changes,January
5058,41.0,October,1,2,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,105.9,0,2+,Check-Out,0,No Changes,September
74608,115.0,June,0,2,3.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,148.0,0,2+,Check-Out,0,No Changes,February
13394,56.0,June,1,3,1.0,1.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,Other,0,No Deposit,Agent_A,no_Company,Transient,154.71,0,0,Canceled,0,No Changes,April
37415,0.0,September,1,0,2.0,0.0,0.0,BB,National,Direct,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient,133.0,0,0,Check-Out,0,No Changes,September
63517,25.0,December,0,1,2.0,0.0,0.0,BB,Other_Americas,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,65.0,0,0,Check-Out,0,No Changes,December
4377,97.0,October,1,3,1.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,140.0,0,0,Canceled,0,No Changes,June
66186,23.0,February,2,2,2.0,1.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,Other,0,No Deposit,Agent_A,no_Company,Transient,190.0,0,0,Check-Out,0,No Changes,January
35784,337.0,September,2,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,62.0,0,0,Canceled,0,No Changes,October
7552,1.0,February,2,1,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,60.0,0,0,Canceled,0,No Changes,February
59490,1.0,October,0,1,2.0,0.0,0.0,SC,Spain,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,120.0,0,2+,Check-Out,0,No Changes,October
20231,626.0,November,1,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,Agent_B,no_Company,Transient,62.8,0,0,Canceled,0,No Changes,February
31972,183.0,July,0,2,2.0,0.0,0.0,SC,Spain,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,89.1,0,0,Canceled,0,No Changes,January
61091,75.0,November,1,4,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,79.2,0,2+,Check-Out,0,No Changes,August
75118,64.0,July,1,1,1.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,1,No Deposit,Agent_A,no_Company,Transient,120.0,0,1,Check-Out,0,No Changes,April
1443,3.0,August,1,2,2.0,0.0,0.0,BB,National,Corporate,Corporate,0,0,0,A,0,No Deposit,no_Agent,other_Company,Transient,120.0,0,0,Canceled,0,No Changes,August
53319,1.0,July,0,1,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,111.0,0,0,Check-Out,0,No Changes,July
7466,51.0,February,0,2,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,67.5,0,0,Canceled,0,No Changes,January
62529,30.0,November,0,2,3.0,0.0,0.0,BB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,98.1,0,0,Check-Out,1,No Changes,October
71810,96.0,May,2,1,1.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,138.0,0,0,Check-Out,0,No Changes,February
55961,143.0,August,0,3,2.0,0.0,0.0,BB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,100.0,0,0,Check-Out,0,No Changes,April
68611,306.0,March,1,3,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,86.35,1,2+,Check-Out,0,No Changes,May
52782,103.0,June,3+,6+,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,116.38,1,0,Check-Out,0,No Changes,March
45212,14.0,March,0,2,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,70.0,0,0,Check-Out,0,No Changes,February
20404,41.0,November,1,2,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,121.33,0,1,Canceled,0,No Changes,October
38737,14.0,October,0,2,1.0,0.0,0.0,BB,Other_Africa,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,100.0,0,0,Check-Out,0,No Changes,October
68709,111.0,March,1,5,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,2+,No Deposit,Agent_A,no_Company,Transient,96.9,0,2+,Check-Out,0,No Changes,December
39796,34.0,December,0,2,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,90.0,0,0,Canceled,0,No Changes,November
26432,130.0,April,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,95.0,0,0,Canceled,0,No Changes,December
52855,143.0,July,0,2,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,105.3,0,2+,Check-Out,0,No Changes,February
7256,44.0,February,0,3,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,75.0,0,0,Canceled,0,No Changes,January
62802,50.0,December,2,3,2.0,1.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,Other,0,No Deposit,Agent_A,no_Company,Transient,156.9,1,1,Check-Out,0,No Changes,October
32586,130.0,August,0,3,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,155.0,0,2+,Canceled,0,No Changes,March
56050,0.0,August,1,0,2.0,0.0,0.0,BB,Germany,Direct,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient,149.0,0,0,Check-Out,0,No Changes,August
46201,6.0,May,0,1,1.0,0.0,0.0,BB,National,Corporate,Corporate,1,0,1-2,A,0,No Deposit,no_Agent,other_Company,Transient,98.0,0,0,Check-Out,1,No Changes,May
15114,236.0,August,3+,6+,2.0,0.0,0.0,BB,Germany,Direct,Direct,0,0,0,Other,0,No Deposit,Agent_C,no_Company,Transient,93.25,0,0,Check-Out,0,No Changes,December
42883,58.0,January,0,2,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,1,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,80.0,0,0,Canceled,0,No Changes,November
46018,70.0,March,0,3,2.0,0.0,0.0,BB,Spain,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,59.5,0,0,Check-Out,0,No Changes,January
42324,108.0,March,0,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,80.0,0,0,Canceled,0,No Changes,December
65992,123.0,February,1,0,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,79.2,0,1,Check-Out,0,No Changes,October
5800,98.0,November,1,3,2.0,0.0,0.0,BB,Other_Americas,Groups,TA/TO,0,0,0,A,2+,No Deposit,other_Agent,no_Company,Transient-Party,75.0,0,1,Check-Out,0,No Changes,August
41276,0.0,December,0,1,2.0,0.0,0.0,BB,National,Direct,Direct,0,0,0,D,0,No Deposit,no_Agent,no_Company,Transient,45.0,0,0,Check-Out,0,No Changes,December
50930,255.0,June,0,1,1.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,Agent_E,no_Company,Transient-Party,87.0,0,0,Check-Out,0,No Changes,October
66469,207.0,February,0,2,2.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,79.2,0,1,Check-Out,1,No Changes,August
35577,281.0,July,2,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,62.0,0,0,Canceled,0,No Changes,October
76124,202.0,July,0,4,1.0,1.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_D,no_Company,Transient,78.35,0,2+,Check-Out,0,No Changes,December
14751,391.0,July,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,Agent_B,no_Company,Transient,65.0,0,0,Canceled,0,No Changes,July
67009,35.0,March,2,3,2.0,0.0,1.0,BB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient,68.0,0,0,Check-Out,0,No Changes,January
65950,73.0,February,0,4,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,74.8,0,2+,Check-Out,0,No Changes,December
33087,191.0,August,0,4,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,1,No Deposit,Agent_A,no_Company,Transient,130.5,0,0,Canceled,0,No Changes,February
41996,28.0,December,0,1,1.0,0.0,0.0,BB,National,Corporate,Corporate,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,65.0,0,0,Check-Out,0,No Changes,November
63652,66.0,December,2,5,2.0,0.0,0.0,BB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,68.0,0,1,Check-Out,0,No Changes,October
59082,85.0,October,1,3,2.0,0.0,0.0,BB,Germany,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,Agent_E,no_Company,Transient-Party,85.0,0,1,Check-Out,0,No Changes,July
6046,110.0,December,0,4,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,70.0,0,0,Check-Out,0,No Changes,August
17483,22.0,September,1,3,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,154.0,0,0,Canceled,0,No Changes,September
65929,114.0,February,0,4,2.0,0.0,0.0,BB,Spain,Groups,TA/TO,0,0,0,A,0,No Deposit,no_Agent,other_Company,Transient-Party,78.0,0,0,Check-Out,0,No Changes,October
57188,19.0,September,2,1,2.0,0.0,0.0,BB,Germany,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,107.0,0,0,Check-Out,0,No Changes,August
16057,28.0,August,1,3,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,118.15,0,0,Canceled,0,No Changes,August
14593,65.0,July,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,64.0,0,0,Canceled,0,No Changes,May
24713,615.0,March,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,Agent_B,no_Company,Transient,62.0,0,0,Canceled,0,No Changes,July
74569,121.0,June,0,1,2.0,1.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,135.0,0,0,Check-Out,0,No Changes,February
38138,289.0,July,2,4,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,1,0,A,0,No Deposit,Agent_A,no_Company,Contract,95.4,0,2+,Canceled,0,No Changes,October
30976,141.0,June,0,4,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,99.0,0,0,Canceled,0,No Changes,February
66143,1.0,February,0,1,1.0,0.0,0.0,BB,National,Corporate,Corporate,0,0,0,A,0,No Deposit,no_Agent,other_Company,Transient,80.0,0,2+,Check-Out,0,No Changes,February
38913,221.0,October,2,1,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,65.0,0,0,Check-Out,0,No Changes,March
41966,305.0,October,1,1,2.0,0.0,0.0,HB,National,Groups,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,100.0,0,0,Canceled,0,No Changes,December
76526,142.0,July,0,3,2.0,0.0,0.0,BB,Germany,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,80.1,0,0,Check-Out,0,No Changes,February
13912,93.0,July,2,5,1.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,108.9,0,0,Canceled,0,No Changes,April
11972,89.0,May,2,1,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,116.1,0,0,Canceled,0,No Changes,March
16807,317.0,September,0,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,120.0,0,0,Canceled,0,No Changes,November
62031,215.0,November,1,1,1.0,0.0,0.0,BB,Other_Europe,Groups,Corporate,0,0,0,A,0,No Deposit,no_Agent,other_Company,Transient,75.0,0,0,Check-Out,0,No Changes,April
76718,174.0,July,2,5,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,99.13,0,1,Check-Out,0,No Changes,January
66403,134.0,February,0,1,1.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,75.0,0,0,Check-Out,0,No Changes,October
6371,25.0,January,2,2,2.0,1.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,Other,0,No Deposit,Agent_A,no_Company,Transient,178.25,0,0,Canceled,0,No Changes,December
6275,140.0,December,0,5,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,70.0,0,0,Canceled,0,No Changes,August
59186,12.0,October,1,0,2.0,0.0,0.0,BB,Spain,Groups,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient,130.0,0,0,Check-Out,0,No Changes,September
60191,200.0,October,2,0,1.0,0.0,0.0,HB,Germany,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,Agent_E,no_Company,Transient-Party,90.0,0,0,Check-Out,0,No Changes,April
37760,9.0,September,3+,5,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Contract,169.11,0,0,Check-Out,0,No Changes,September
31663,450.0,July,0,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,90.0,0,0,Canceled,0,No Changes,April
4264,89.0,October,2,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,Agent_B,no_Company,Transient,62.0,0,0,Canceled,0,No Changes,July
44782,3.0,February,1,3,2.0,1.0,1.0,BB,Other_Africa,Online TA,TA/TO,0,0,0,Other,0,No Deposit,Agent_A,no_Company,Transient,183.0,0,1,Check-Out,0,No Changes,February
14790,65.0,July,0,2,3.0,0.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,123.93,0,0,No-Show,0,No Changes,May
48590,190.0,May,2,2,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient,109.3,1,0,Check-Out,0,No Changes,October
3537,60.0,September,1,1,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,65.0,0,0,Check-Out,1,No Changes,July
62839,15.0,November,3+,6+,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_D,no_Company,Transient,65.6,0,1,Check-Out,0,No Changes,November
38939,221.0,October,2,1,2.0,1.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,77.5,0,0,Check-Out,0,No Changes,March
62711,220.0,November,2,5,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,73.95,0,2+,Check-Out,0,No Changes,April
17398,418.0,September,1,2,2.0,0.0,0.0,HB,Germany,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,107.0,0,0,Check-Out,0,No Changes,August
57362,53.0,September,0,1,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,135.9,0,1,Check-Out,0,No Changes,July
19516,128.0,October,2,1,3.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,123.3,0,1,Canceled,0,No Changes,June
24442,127.0,March,1,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,80.0,0,0,Canceled,0,No Changes,November
5720,98.0,November,1,2,1.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,70.0,0,0,Check-Out,0,No Changes,August
20594,211.0,November,0,1,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,78.3,0,0,Canceled,0,No Changes,April
4518,210.0,October,1,3,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,72.75,0,0,Check-Out,0,No Changes,March
33555,182.0,August,1,1,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,126.0,0,0,Canceled,0,No Changes,February
47119,0.0,April,0,1,1.0,0.0,0.0,BB,National,Direct,Direct,0,0,0,Other,0,No Deposit,no_Agent,no_Company,Transient,0.0,0,1,Check-Out,0,No Changes,April
72331,12.0,May,0,1,1.0,0.0,0.0,SC,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,110.0,0,1,Check-Out,0,No Changes,May
2704,1.0,September,0,1,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,114.0,0,1,Check-Out,0,No Changes,September
6428,30.0,January,1,0,0.0,1.0,0.0,BB,National,Online TA,TA/TO,0,0,0,Other,2+,No Deposit,Agent_A,no_Company,Transient-Party,15.0,0,1,Check-Out,0,No Changes,December
35176,297.0,August,1,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,Non Refund,Agent_B,no_Company,Transient-Party,62.0,0,0,Canceled,0,No Changes,October
58993,50.0,December,0,2,1.0,0.0,0.0,BB,Other_Europe,Offline TA/TO,Direct,1,0,3+,A,0,No Deposit,other_Agent,no_Company,Transient,67.5,0,1,Check-Out,0,No Changes,October
37400,5.0,September,0,1,2.0,0.0,0.0,BB,National,Direct,Direct,0,0,0,Other,0,No Deposit,no_Agent,no_Company,Transient,82.25,0,0,Check-Out,0,No Changes,September
34409,311.0,August,1,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,Non Refund,Agent_B,no_Company,Contract,62.0,0,0,Canceled,0,No Changes,October
65752,45.0,February,1,2,2.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,79.2,0,0,Check-Out,0,No Changes,December
55864,181.0,August,0,1,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,85.5,0,0,Check-Out,1,No Changes,February
74294,105.0,June,2,1,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,126.0,0,0,Check-Out,0,No Changes,March
22531,208.0,January,1,0,2.0,0.0,0.0,BB,Other_Oceania,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,90.0,0,1,Canceled,0,No Changes,June
76913,86.0,July,0,1,2.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,129.0,0,1,Check-Out,1,No Changes,May
49543,86.0,May,1,2,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,65.0,0,1,Check-Out,0,No Changes,February
7015,33.0,February,1,1,2.0,0.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,98.3,1,1,Check-Out,0,No Changes,January
38552,221.0,October,2,1,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,65.0,0,0,Check-Out,0,No Changes,March
20737,57.0,November,1,2,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,79.2,0,1,Canceled,0,No Changes,September
77839,479.0,August,0,3,2.0,0.0,0.0,BB,United_Kingdom,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,112.67,0,1,Check-Out,0,No Changes,April
24857,18.0,March,1,3,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,100.3,0,0,Canceled,0,No Changes,March
68196,3.0,March,0,2,1.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,128.0,0,2+,Check-Out,0,No Changes,March
1342,131.0,August,2,1,2.0,0.0,0.0,HB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,94.5,0,0,Canceled,0,No Changes,April
76539,18.0,July,0,1,2.0,1.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,157.0,1,2+,Check-Out,0,No Changes,July
36241,264.0,July,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,62.0,0,0,Check-Out,0,No Changes,October
30881,213.0,June,1,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,115.0,0,0,Canceled,0,No Changes,November
9810,95.0,April,0,2,2.0,0.0,0.0,HB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,98.0,0,0,Canceled,0,No Changes,January
25928,93.0,April,0,3,3.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,172.5,0,0,Canceled,0,No Changes,January
57361,42.0,September,0,1,2.0,0.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,112.59,0,1,Check-Out,0,No Changes,August
